,Customer id,probablity of fraud
182,15591035.0,8.773217996349558e-05
183,15597709.0,8.996081305667758e-05
184,15763194.0,9.003471495816484e-05
185,15676156.0,9.014348324853927e-05
186,15707602.0,9.070306259673089e-05
187,15587266.0,9.075834532268345e-05
188,15668889.0,9.133741696132347e-05
189,15627328.0,9.242641681339592e-05
190,15772941.0,9.24674968700856e-05
191,15641007.0,9.323966514784843e-05
192,15642448.0,9.334483183920383e-05
193,15762716.0,9.366612357553095e-05
194,15569917.0,9.5730836619623e-05
195,15671769.0,9.699090151116252e-05
196,15724851.0,9.835232049226761e-05
197,15728906.0,0.00010175946226809174
198,15757467.0,0.00010195295908488333
199,15648681.0,0.00010330468649044633
200,15790689.0,0.00010544763063080609
201,15682686.0,0.00010711513459682465
202,15740411.0,0.0001091490630642511
203,15788776.0,0.00010970141738653183
204,15796413.0,0.00011251807154621929
205,15636767.0,0.00011318792530801147
206,15622507.0,0.00011622271267697215
207,15570947.0,0.0001166593428933993
208,15605872.0,0.00011803470988525078
209,15624423.0,0.00011871907190652564
210,15580366.0,0.00012311698810663074
211,15615832.0,0.00013265013694763184
212,15604130.0,0.00013586878776550293
213,15686913.0,0.00013703107833862305
214,15568878.0,0.00013774633407592773
215,15778345.0,0.00013843178749084473
216,15753550.0,0.0001399219036102295
217,15609356.0,0.0001424252986907959
218,15721569.0,0.00014251470565795898
219,15689786.0,0.00014966726303100586
220,15789611.0,0.00015100836753845215
221,15594812.0,0.0001525580883026123
222,15588123.0,0.00015288591384887695
223,15799859.0,0.00015559792518615723
224,15680901.0,0.00015598535537719727
225,15720644.0,0.00015982985496520996
226,15631267.0,0.00016254186630249023
227,15729377.0,0.0001628100872039795
228,15646563.0,0.00017377734184265137
229,15681509.0,0.00017601251602172852
230,15645820.0,0.00017714500427246094
231,15567860.0,0.0001786351203918457
232,15802869.0,0.00018033385276794434
233,15767231.0,0.00018072128295898438
234,15693382.0,0.00018092989921569824
235,15575430.0,0.00018358230590820312
236,15681755.0,0.00018724799156188965
237,15697310.0,0.00018966197967529297
238,15673747.0,0.00019237399101257324
239,15638871.0,0.00020051002502441406
240,15643056.0,0.00020617246627807617
241,15591248.0,0.00020617246627807617
242,15815095.0,0.0002073049545288086
243,15763108.0,0.00021412968635559082
244,15734578.0,0.00021845102310180664
245,15659100.0,0.00022327899932861328
246,15652048.0,0.00022351741790771484
247,15603683.0,0.00022459030151367188
248,15771409.0,0.00022965669631958008
249,15605276.0,0.0002333223819732666
250,15577515.0,0.00023356080055236816
251,15712483.0,0.00023365020751953125
252,15679622.0,0.0002478361129760742
253,15657228.0,0.00025641918182373047
254,15655658.0,0.00026339292526245117
255,15632275.0,0.00026917457580566406
256,15775235.0,0.0002721548080444336
257,15690153.0,0.000276714563369751
258,15591360.0,0.0002836287021636963
259,15580579.0,0.00029408931732177734
260,15638610.0,0.0002988278865814209
261,15654760.0,0.0003059804439544678
262,15795690.0,0.00030681490898132324
263,15682576.0,0.0003095269203186035
264,15598614.0,0.00032064318656921387
265,15632503.0,0.0003262162208557129
266,15631693.0,0.00032892823219299316
267,15591552.0,0.00034040212631225586
268,15789014.0,0.0003409385681152344
269,15698749.0,0.00034490227699279785
270,15809909.0,0.0003476440906524658
271,15703177.0,0.00038188695907592773
272,15571571.0,0.00038358569145202637
273,15620832.0,0.00039464235305786133
274,15785705.0,0.000396043062210083
275,15636478.0,0.00039830803871154785
276,15762045.0,0.000406116247177124
277,15809837.0,0.0004073977470397949
278,15711977.0,0.00041481852531433105
279,15605791.0,0.00041544437408447266
280,15726167.0,0.0004175901412963867
281,15750545.0,0.00042250752449035645
282,15637891.0,0.00043138861656188965
283,15598802.0,0.00044035911560058594
284,15649430.0,0.0004493892192840576
285,15773421.0,0.0004495382308959961
286,15727811.0,0.00045621395111083984
287,15733602.0,0.00046956539154052734
288,15726466.0,0.00047966837882995605
289,15708236.0,0.0004894733428955078
290,15593694.0,0.0005072057247161865
291,15730287.0,0.0005172491073608398
292,15599440.0,0.0005391836166381836
293,15610042.0,0.0005741119384765625
294,15754578.0,0.0005970299243927002
295,15723989.0,0.0006034374237060547
296,15621244.0,0.0006157457828521729
297,15591010.0,0.0006199181079864502
298,15748432.0,0.000621110200881958
299,15571284.0,0.0006234943866729736
300,15665014.0,0.0006324052810668945
301,15738487.0,0.0006377995014190674
302,15723884.0,0.0006450116634368896
303,15766663.0,0.0006469190120697021
304,15706464.0,0.0006514787673950195
305,15808386.0,0.0006576776504516602
306,15811690.0,0.0006693601608276367
307,15570508.0,0.0006726384162902832
308,15611318.0,0.0006969273090362549
309,15608804.0,0.000707775354385376
310,15765487.0,0.0007084310054779053
311,15698522.0,0.0007197260856628418
312,15751137.0,0.0007219016551971436
313,15688264.0,0.0007256269454956055
314,15793317.0,0.0007303357124328613
315,15704081.0,0.0007331669330596924
316,15671987.0,0.0008172690868377686
317,15759387.0,0.0008209049701690674
318,15567834.0,0.0008426904678344727
319,15728082.0,0.0008466243743896484
320,15594651.0,0.0008630156517028809
321,15706637.0,0.0008664727210998535
322,15700549.0,0.0008676350116729736
323,15664720.0,0.0008842349052429199
324,15815443.0,0.0008985996246337891
325,15745375.0,0.0009140372276306152
326,15659031.0,0.0009429752826690674
327,15608688.0,0.0009546577930450439
328,15665590.0,0.0009721517562866211
329,15720529.0,0.0009732842445373535
330,15697844.0,0.0009871423244476318
331,15604963.0,0.0009960532188415527
332,15596165.0,0.0010147690773010254
333,15725002.0,0.0010247230529785156
334,15611794.0,0.0010386109352111816
335,15810723.0,0.001041024923324585
336,15711635.0,0.0011133551597595215
337,15795079.0,0.001151353120803833
338,15592326.0,0.0011526048183441162
339,15793366.0,0.0011890530586242676
340,15663942.0,0.001189202070236206
341,15660528.0,0.0011976957321166992
342,15668679.0,0.0012368559837341309
343,15708714.0,0.0012530088424682617
344,15671582.0,0.001265019178390503
345,15567919.0,0.0012667179107666016
346,15736420.0,0.0012972056865692139
347,15597536.0,0.0013040006160736084
348,15617065.0,0.0013062655925750732
349,15704509.0,0.0013107359409332275
350,15660144.0,0.0013343989849090576
351,15652667.0,0.001361072063446045
352,15617991.0,0.0013881921768188477
353,15768449.0,0.0013913214206695557
354,15791769.0,0.0014712810516357422
355,15705343.0,0.0014715194702148438
356,15609070.0,0.0015103518962860107
357,15690169.0,0.001574099063873291
358,15704315.0,0.0015773177146911621
359,15736510.0,0.0015848278999328613
360,15789201.0,0.0015856027603149414
361,15632789.0,0.0016148090362548828
362,15690898.0,0.001627117395401001
363,15638751.0,0.0016668438911437988
364,15575243.0,0.0016717612743377686
365,15720353.0,0.0017339587211608887
366,15603565.0,0.0017386078834533691
367,15575605.0,0.0018099546432495117
368,15737542.0,0.0018558204174041748
369,15655464.0,0.0019351541996002197
370,15667451.0,0.00202256441116333
371,15737627.0,0.0020237863063812256
372,15568162.0,0.0020315945148468018
373,15617348.0,0.002043396234512329
374,15732884.0,0.002111494541168213
375,15675926.0,0.002140432596206665
376,15627699.0,0.002166152000427246
377,15801817.0,0.0022192299365997314
378,15606554.0,0.002237468957901001
379,15781574.0,0.0023328661918640137
380,15581871.0,0.0024157464504241943
381,15662152.0,0.0024576783180236816
382,15672894.0,0.002476125955581665
383,15735221.0,0.0024878978729248047
384,15652289.0,0.002503901720046997
385,15679394.0,0.0025292932987213135
386,15692408.0,0.002552211284637451
387,15588019.0,0.0025565624237060547
388,15742297.0,0.0026044249534606934
389,15672912.0,0.0027590394020080566
390,15662854.0,0.002767503261566162
391,15621546.0,0.0027717649936676025
392,15673907.0,0.0027792155742645264
393,15769980.0,0.0028003454208374023
394,15592914.0,0.0028249919414520264
395,15645571.0,0.0028742551803588867
396,15748986.0,0.002874821424484253
397,15740356.0,0.0028854012489318848
398,15666297.0,0.002886444330215454
399,15656417.0,0.002948850393295288
400,15771856.0,0.002951115369796753
401,15768600.0,0.0030232667922973633
402,15795527.0,0.0030516982078552246
403,15643574.0,0.0030760467052459717
404,15694677.0,0.003083735704421997
405,15766906.0,0.0030916035175323486
406,15730150.0,0.0031127333641052246
407,15638983.0,0.0031139254570007324
408,15702030.0,0.003118157386779785
409,15688210.0,0.0031523406505584717
410,15765093.0,0.0031593143939971924
411,15768474.0,0.003207087516784668
412,15687634.0,0.0033236443996429443
413,15752139.0,0.0033528506755828857
414,15620103.0,0.0033971965312957764
415,15692430.0,0.0034029781818389893
416,15642063.0,0.0034595131874084473
417,15696120.0,0.003508239984512329
418,15712877.0,0.003535330295562744
419,15709459.0,0.003615736961364746
420,15632669.0,0.003642529249191284
421,15609758.0,0.0036553144454956055
422,15779492.0,0.003735750913619995
423,15599152.0,0.003753662109375
424,15565996.0,0.003773301839828491
425,15636626.0,0.0037863850593566895
426,15623210.0,0.003789156675338745
427,15778589.0,0.003857851028442383
428,15699340.0,0.0038986504077911377
429,15752601.0,0.0039314329624176025
430,15694530.0,0.003951132297515869
431,15575438.0,0.004071086645126343
432,15699238.0,0.0042483508586883545
433,15684440.0,0.004258215427398682
434,15638272.0,0.004269301891326904
435,15701081.0,0.004272133111953735
436,15706602.0,0.004322350025177002
437,15798895.0,0.004324734210968018
438,15707042.0,0.004331231117248535
439,15748691.0,0.004350036382675171
440,15813363.0,0.00435030460357666
441,15640521.0,0.004430204629898071
442,15636454.0,0.004438579082489014
443,15565714.0,0.004506349563598633
444,15767729.0,0.004631459712982178
445,15615296.0,0.004686027765274048
446,15698271.0,0.004723340272903442
447,15641733.0,0.00494992733001709
448,15611189.0,0.0049565136432647705
449,15730673.0,0.004995793104171753
450,15575146.0,0.0051302313804626465
451,15776494.0,0.005230124108493328
452,15735106.0,0.005540251731872559
453,15686670.0,0.005571305751800537
454,15660263.0,0.005618631839752197
455,15741633.0,0.005636245012283325
456,15611973.0,0.0057617127895355225
457,15722479.0,0.0060808658599853516
458,15629133.0,0.006164968013763428
459,15678779.0,0.0062167346477508545
460,15779586.0,0.006217509508132935
461,15787693.0,0.006301790475845337
462,15748649.0,0.006375223398208618
463,15623668.0,0.0063773393630981445
464,15571415.0,0.006395101547241211
465,15577771.0,0.006421208381652832
466,15688059.0,0.006431549787521362
467,15711446.0,0.006524711847305298
468,15782089.0,0.006725877523422241
469,15654625.0,0.006779491901397705
470,15720725.0,0.006892293691635132
471,15649101.0,0.007074326276779175
472,15736533.0,0.007188707590103149
473,15573077.0,0.007256925106048584
474,15800554.0,0.007297992706298828
475,15737909.0,0.007483243942260742
476,15622729.0,0.007528960704803467
477,15791326.0,0.007565706968307495
478,15729718.0,0.00766909122467041
479,15768777.0,0.007884114980697632
480,15642001.0,0.008101135492324829
481,15646521.0,0.008165240287780762
482,15596797.0,0.008274108171463013
483,15801473.0,0.008331537246704102
484,15790254.0,0.00849500298500061
485,15600027.0,0.008563339710235596
486,15644400.0,0.008637666702270508
487,15600975.0,0.008913308382034302
488,15683276.0,0.008942604064941406
489,15644453.0,0.008979052305221558
490,15608916.0,0.008984655141830444
491,15650313.0,0.009271562099456787
492,15769548.0,0.0093153715133667
493,15624595.0,0.009317725896835327
494,15666096.0,0.009512901306152344
495,15615670.0,0.009522885084152222
496,15618258.0,0.010007768869400024
497,15615176.0,0.010199010372161865
498,15757434.0,0.010445624589920044
499,15705918.0,0.010577350854873657
500,15721504.0,0.010589390993118286
501,15648069.0,0.0106583833694458
502,15677112.0,0.010663866996765137
503,15592999.0,0.010672211647033691
504,15707681.0,0.010868757963180542
505,15599272.0,0.011026740074157715
506,15571121.0,0.011160790920257568
507,15739548.0,0.011402815580368042
508,15764841.0,0.012269794940948486
509,15611409.0,0.01239633560180664
510,15593178.0,0.012734055519104004
511,15786539.0,0.012868285179138184
512,15752344.0,0.013015031814575195
513,15680643.0,0.013168931007385254
514,15742009.0,0.013214796781539917
515,15593959.0,0.013599246740341187
516,15598586.0,0.014135032892227173
517,15629750.0,0.014368534088134766
518,15730360.0,0.014394283294677734
519,15781975.0,0.01452210545539856
520,15686461.0,0.014757782220840454
521,15585192.0,0.014774799346923828
522,15660390.0,0.015124320983886719
523,15624850.0,0.015163838863372803
524,15748552.0,0.01626795530319214
525,15701738.0,0.016482442617416382
526,15609987.0,0.01695653796195984
527,15599535.0,0.017132043838500977
528,15694666.0,0.017285645008087158
529,15796569.0,0.01770678162574768
530,15734008.0,0.018727004528045654
531,15700511.0,0.018890947103500366
532,15593834.0,0.01893433928489685
533,15652658.0,0.02095702290534973
534,15731586.0,0.02125522494316101
535,15716082.0,0.02142760157585144
536,15646594.0,0.021632283926010132
537,15699294.0,0.021655172109603882
538,15678210.0,0.022547602653503418
539,15794204.0,0.02292567491531372
540,15611682.0,0.023970067501068115
541,15651460.0,0.025002330541610718
542,15788131.0,0.025729835033416748
543,15664615.0,0.026203662157058716
544,15706762.0,0.026683837175369263
545,15805261.0,0.027091413736343384
546,15783883.0,0.02809658646583557
547,15699963.0,0.02941983938217163
548,15756538.0,0.03060096502304077
549,15651868.0,0.03164258599281311
550,15728523.0,0.03351464867591858
551,15699839.0,0.03419414162635803
552,15801441.0,0.03427603840827942
553,15672637.0,0.03466951847076416
554,15635244.0,0.035053551197052
555,15592773.0,0.035167187452316284
556,15805212.0,0.03536215424537659
557,15779207.0,0.03538438677787781
558,15788215.0,0.035401225090026855
559,15711299.0,0.03560757637023926
560,15583067.0,0.03568822145462036
561,15746258.0,0.03673940896987915
562,15752578.0,0.038127511739730835
563,15647898.0,0.04025229811668396
564,15812470.0,0.04096895456314087
565,15684512.0,0.04177078604698181
566,15648876.0,0.04293602705001831
567,15594133.0,0.045051366090774536
568,15807546.0,0.04575088620185852
569,15767358.0,0.047328948974609375
570,15686885.0,0.04930984973907471
571,15642391.0,0.049795180559158325
572,15808023.0,0.05054149031639099
573,15680895.0,0.05362600088119507
574,15762392.0,0.05365675687789917
575,15748499.0,0.06260210275650024
576,15802071.0,0.06494536995887756
577,15667588.0,0.06831604242324829
578,15644878.0,0.07619675993919373
579,15573520.0,0.07798263430595398
580,15581700.0,0.08452817797660828
581,15716276.0,0.08669966459274292
582,15770406.0,0.08908715844154358
583,15569682.0,0.09049057960510254
584,15692137.0,0.0931476354598999
585,15785339.0,0.09319645166397095
586,15587038.0,0.09626719355583191
587,15740458.0,0.09685766696929932
588,15646190.0,0.10091587901115417
589,15722535.0,0.10258275270462036
590,15772329.0,0.10921797156333923
591,15578722.0,0.11242318153381348
592,15674583.0,0.11697065830230713
593,15803682.0,0.11808502674102783
594,15676909.0,0.11892661452293396
595,15790630.0,0.12497565150260925
596,15591107.0,0.12912943959236145
597,15809800.0,0.13511285185813904
598,15579583.0,0.13614621758460999
599,15773789.0,0.14390432834625244
600,15623072.0,0.1567152738571167
601,15811742.0,0.1582511067390442
602,15647191.0,0.1595824956893921
603,15630592.0,0.1600359082221985
604,15604536.0,0.16439953446388245
605,15593345.0,0.1683264672756195
606,15773869.0,0.1744588315486908
607,15585928.0,0.17992499470710754
608,15671014.0,0.18547403812408447
609,15679801.0,0.18822935223579407
610,15672357.0,0.1932593286037445
611,15590434.0,0.19360032677650452
612,15794868.0,0.19684118032455444
613,15705506.0,0.19705292582511902
614,15607986.0,0.2111322581768036
615,15800773.0,0.21914619207382202
616,15770255.0,0.22058624029159546
617,15701687.0,0.2211742103099823
618,15786237.0,0.22759383916854858
619,15588854.0,0.2318664789199829
620,15631685.0,0.23828309774398804
621,15571081.0,0.2439652681350708
622,15702571.0,0.24782127141952515
623,15796111.0,0.2533969283103943
624,15580914.0,0.2568069398403168
625,15711759.0,0.2593240737915039
626,15753591.0,0.2626519799232483
627,15668830.0,0.27217090129852295
628,15748532.0,0.2745717167854309
629,15623369.0,0.2857592701911926
630,15768342.0,0.29037466645240784
631,15812918.0,0.29768675565719604
632,15740487.0,0.3027069866657257
633,15715907.0,0.3052457869052887
634,15808662.0,0.3079031705856323
635,15569595.0,0.3152928650379181
636,15625501.0,0.31685131788253784
637,15614813.0,0.3187025785446167
638,15691150.0,0.320343554019928
639,15622083.0,0.3206690847873688
640,15735572.0,0.3241618573665619
641,15700046.0,0.3265659213066101
642,15792107.0,0.34009119868278503
643,15682540.0,0.34411877393722534
644,15808223.0,0.34680601954460144
645,15636562.0,0.35440078377723694
646,15633608.0,0.3565215468406677
647,15665181.0,0.363242506980896
648,15635598.0,0.36334526538848877
649,15734649.0,0.36334526538848877
650,15675450.0,0.36334526538848877
651,15757188.0,0.36334526538848877
652,15684722.0,0.36334526538848877
653,15813192.0,0.36334526538848877
654,15766183.0,0.36334526538848877
655,15587297.0,0.36334526538848877
656,15732943.0,0.36334526538848877
657,15757306.0,0.36334526538848877
658,15649379.0,0.36334526538848877
659,15788634.0,0.36334526538848877
660,15658504.0,0.36334526538848877
661,15796813.0,0.36334526538848877
662,15751167.0,0.36334526538848877
663,15689692.0,0.36334526538848877
664,15750055.0,0.36334526538848877
665,15793896.0,0.36334526538848877
666,15587443.0,0.36334526538848877
667,15729771.0,0.36334526538848877
668,15802106.0,0.36334526538848877
669,15715519.0,0.36334526538848877
670,15769356.0,0.36334526538848877
671,15646082.0,0.36334526538848877
672,15812766.0,0.36334526538848877
673,15731166.0,0.36334526538848877
674,15721507.0,0.36334526538848877
675,15609823.0,0.36334526538848877
676,15653147.0,0.36334526538848877
677,15642336.0,0.36334526538848877
678,15784526.0,0.36334526538848877
679,15778142.0,0.36334526538848877
680,15598574.0,0.36334526538848877
681,15797246.0,0.36334526538848877
682,15567839.0,0.36334526538848877
683,15717629.0,0.36334526538848877
684,15687765.0,0.36334526538848877
685,15706268.0,0.36334526538848877
686,15776545.0,0.36334526538848877
687,15711249.0,0.36334526538848877
688,15650591.0,0.36334526538848877
689,15589541.0,0.36334526538848877
